 Simulation of solvent flow around colloids
  608000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.521E+03 0.131E+05
  609000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.604E+03 0.135E+05
  610000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.159E+04 0.137E+05
  611000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.514E+03 0.133E+05
  612000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.112E+04 0.135E+05
  613000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.763E+03 0.137E+05
  614000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.111E+04 0.137E+05
  615000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.114E+04 0.141E+05
  616000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.151E+04 0.136E+05
  617000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.176E+03 0.133E+05
  618000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.104E+04 0.134E+05
  619000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.121E+04 0.135E+05
  620000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.377E+03 0.141E+05
  621000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.381E+03 0.150E+05
  622000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.363E+03 0.145E+05
  623000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.148E+02 0.143E+05
  624000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.156E+03 0.147E+05
  625000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.719E+03 0.140E+05
  626000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.141E+04 0.138E+05
  627000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.542E+03 0.132E+05
  628000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.428E+03 0.134E+05
  629000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.386E+03 0.142E+05
  630000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.460E+03 0.140E+05
  631000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.544E+03 0.137E+05
  632000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.154E+04 0.135E+05
  633000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.992E+03 0.154E+05
  634000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.296E+03 0.144E+05
  635000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.473E+02 0.145E+05
  636000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.171E+04 0.142E+05
  637000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.322E+02 0.139E+05
  638000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.283E+03 0.128E+05
  639000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.728E+03 0.118E+05
  640000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.909E+03 0.120E+05
  641000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.527E+03 0.129E+05
  642000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.195E+03 0.133E+05
  643000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.274E+03 0.135E+05
  644000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.789E+03 0.134E+05
  645000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.611E+03 0.139E+05
  646000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.413E+03 0.136E+05
  647000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.715E+03 0.133E+05
  648000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.144E+04 0.122E+05
  649000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.884E+03 0.129E+05
  650000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.515E+03 0.130E+05
  651000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.392E+03 0.127E+05
  652000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.504E+03 0.125E+05
  653000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.191E+04 0.135E+05
  654000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.297E+03 0.136E+05
  655000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.436E+03 0.147E+05
  656000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.572E+03 0.142E+05
  657000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.400E+03 0.141E+05
  658000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 -.106E+04 0.141E+05
  659000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.750E+03 0.144E+05
  660000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.545E+03 0.142E+05
  661000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.587E+03 0.142E+05
  662000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.136E+04 0.148E+05
  663000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.128E+04 0.135E+05
  664000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.786E+03 0.141E+05
  665000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.113E+03 0.139E+05
  666000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.115E+04 0.134E+05
  667000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.160E+04 0.130E+05
  668000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.618E+03 0.136E+05
  669000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.301E+03 0.134E+05
  670000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.849E+03 0.128E+05
  671000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.129E+04 0.130E+05
  672000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.225E+03 0.134E+05
  673000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.128E+03 0.133E+05
  674000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.896E+02 0.134E+05
  675000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.655E+03 0.130E+05
  676000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.224E+03 0.131E+05
  677000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.365E+03 0.132E+05
  678000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.192E+03 0.129E+05
  679000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.319E+03 0.129E+05
  680000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.834E+03 0.129E+05
  681000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.245E+03 0.130E+05
  682000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.534E+03 0.124E+05
  683000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.142E+03 0.126E+05
  684000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.483E+03 0.123E+05
  685000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.517E+03 0.114E+05
  686000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.263E+03 0.125E+05
  687000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.413E+03 0.130E+05
  688000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.209E+03 0.133E+05
  689000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.708E+02 0.130E+05
  690000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.312E+03 0.127E+05
  691000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.861E+03 0.135E+05
  692000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.187E+03 0.132E+05
  693000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.409E+03 0.134E+05
  694000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.438E+03 0.130E+05
  695000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.837E+02 0.141E+05
  696000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.282E+03 0.141E+05
  697000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.687E+03 0.139E+05
  698000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.103E+04 0.129E+05
  699000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.306E+03 0.135E+05
  700000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.102E+04 0.139E+05
  701000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.103E+04 0.136E+05
  702000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.274E+03 0.135E+05
  703000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.105E+04 0.136E+05
  704000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.123E+04 0.141E+05
  705000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.498E+03 0.135E+05
  706000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.123E+04 0.129E+05
  707000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.176E+02 0.132E+05
  708000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.158E+03 0.128E+05
  709000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.114E+03 0.136E+05
  710000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.390E+03 0.141E+05
  711000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.211E+03 0.137E+05
  712000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.950E+03 0.135E+05
  713000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.253E+03 0.135E+05
  714000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.311E+03 0.136E+05
  715000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.695E+03 0.137E+05
  716000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.297E+02 0.133E+05
  717000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.133E+03 0.135E+05
  718000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.379E+03 0.136E+05
  719000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.436E+02 0.138E+05
  720000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.865E+01 0.146E+05
  721000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.728E+03 0.142E+05
  722000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.721E+03 0.144E+05
  723000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.289E+03 0.149E+05
  724000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.135E+04 0.145E+05
  725000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.150E+04 0.144E+05
  726000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.974E+03 0.136E+05
  727000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.105E+04 0.136E+05
  728000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.565E+03 0.143E+05
  729000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 -.154E+03 0.143E+05
  730000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.331E+02 0.148E+05
  731000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.152E+02 0.146E+05
  732000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.261E+03 0.144E+05
  733000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.262E+03 0.136E+05
  734000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.176E+03 0.138E+05
  735000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.356E+03 0.136E+05
  736000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.564E+03 0.138E+05
  737000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.658E+03 0.143E+05
  738000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.423E+03 0.150E+05
  739000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.944E+03 0.148E+05
  740000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.362E+03 0.145E+05
  741000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.831E+03 0.147E+05
  742000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.125E+04 0.143E+05
  743000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.106E+04 0.146E+05
  744000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.113E+04 0.147E+05
  745000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.192E+04 0.144E+05
  746000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.101E+04 0.137E+05
  747000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.118E+04 0.138E+05
  748000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.109E+03 0.131E+05
  749000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.259E+02 0.139E+05
  750000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.264E+02 0.137E+05
  751000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.222E+03 0.140E+05
  752000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.337E+03 0.138E+05
  753000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.363E+03 0.132E+05
  754000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.432E+03 0.136E+05
  755000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.875E+03 0.143E+05
  756000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.201E+03 0.144E+05
  757000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.730E+03 0.140E+05
  758000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.892E+02 0.137E+05
  759000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.472E+03 0.135E+05
  760000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.169E+03 0.140E+05
  761000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.537E+03 0.141E+05
  762000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.316E+03 0.139E+05
  763000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.395E+03 0.133E+05
  764000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.309E+03 0.127E+05
  765000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.428E+03 0.134E+05
  766000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.190E+02 0.142E+05
  767000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.771E+03 0.141E+05
  768000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.468E+03 0.139E+05
  769000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.729E+03 0.137E+05
  770000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.138E+03 0.126E+05
  771000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.442E+03 0.119E+05
  772000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.209E+03 0.125E+05
  773000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.816E+02 0.121E+05
  774000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.114E+04 0.127E+05
  775000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.823E+03 0.130E+05
  776000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.826E+03 0.135E+05
  777000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.133E+04 0.137E+05
  778000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.311E+02 0.136E+05
  779000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.281E+03 0.132E+05
  780000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.686E+03 0.139E+05
  781000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.169E+03 0.138E+05
  782000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.933E+02 0.133E+05
  783000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.231E+03 0.128E+05
  784000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.487E+03 0.131E+05
  785000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.416E+03 0.134E+05
  786000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.422E+03 0.137E+05
  787000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.180E+03 0.139E+05
  788000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.867E+02 0.129E+05
  789000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.117E+04 0.127E+05
  790000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.101E+03 0.132E+05
  791000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.393E+03 0.141E+05
  792000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.644E+03 0.142E+05
  793000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.506E+03 0.140E+05
  794000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.119E+04 0.144E+05
  795000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.448E+03 0.146E+05
  796000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.323E+03 0.138E+05
  797000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.693E+03 0.143E+05
  798000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.177E+03 0.137E+05
  799000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.561E+03 0.136E+05
  800000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.228E+02 0.135E+05
  801000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.635E+03 0.134E+05
  802000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.432E+03 0.132E+05
  803000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.574E+03 0.136E+05
  804000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.266E+03 0.134E+05
  805000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.766E+02 0.126E+05
  806000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.231E+03 0.126E+05
  807000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.169E+02 0.138E+05
  808000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.998E+03 0.138E+05
  809000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.113E+03 0.136E+05
  810000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.566E+03 0.126E+05
  811000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.628E+03 0.127E+05
  812000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.934E+03 0.127E+05
  813000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.134E+04 0.130E+05
  814000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.513E+03 0.132E+05
  815000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.136E+04 0.137E+05
  816000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.853E+03 0.130E+05
  817000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.179E+03 0.124E+05
  818000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.112E+04 0.121E+05
  819000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.146E+04 0.129E+05
  820000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.603E+03 0.126E+05
  821000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.362E+03 0.123E+05
  822000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.807E+03 0.133E+05
  823000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.107E+02 0.133E+05
  824000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.259E+03 0.132E+05
  825000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.263E+03 0.136E+05
  826000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.566E+03 0.136E+05
  827000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.752E+03 0.138E+05
  828000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.943E+03 0.142E+05
  829000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 -.162E+03 0.146E+05
  830000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.470E+03 0.145E+05
  831000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.702E+02 0.139E+05
  832000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.194E+03 0.139E+05
  833000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.408E+02 0.141E+05
  834000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.563E+03 0.136E+05
  835000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.387E+03 0.149E+05
  836000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.535E+03 0.149E+05
  837000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.114E+04 0.148E+05
  838000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.124E+04 0.145E+05
  839000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.106E+04 0.143E+05
  840000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.476E+03 0.152E+05
  841000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.383E+03 0.147E+05
  842000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.681E+03 0.138E+05
  843000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.113E+04 0.143E+05
  844000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.598E+03 0.145E+05
  845000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.938E+03 0.146E+05
  846000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.546E+03 0.150E+05
  847000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.902E+03 0.148E+05
  848000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.379E+02 0.148E+05
  849000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.869E+03 0.147E+05
  850000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.539E+02 0.148E+05
  851000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.173E+03 0.144E+05
  852000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.577E+03 0.139E+05
  853000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.113E+04 0.138E+05
  854000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.146E+04 0.136E+05
  855000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.598E+03 0.136E+05
  856000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.178E+03 0.131E+05
  857000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.322E+03 0.138E+05
  858000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.566E+02 0.134E+05
  859000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.783E+03 0.129E+05
  860000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.257E+02 0.132E+05
  861000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.264E+03 0.137E+05
  862000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.883E+03 0.137E+05
  863000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.333E+03 0.132E+05
  864000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.504E+03 0.129E+05
  865000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.715E+02 0.138E+05
  866000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.122E+04 0.131E+05
  867000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.911E+03 0.134E+05
  868000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.110E+04 0.134E+05
  869000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.981E+03 0.142E+05
  870000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.958E+03 0.148E+05
  871000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.365E+03 0.131E+05
  872000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.305E+03 0.136E+05
  873000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.552E+03 0.139E+05
  874000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.493E+03 0.138E+05
  875000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.705E+03 0.140E+05
  876000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.205E+03 0.134E+05
  877000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.105E+04 0.139E+05
  878000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.126E+04 0.144E+05
  879000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.593E+03 0.142E+05
  880000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.788E+02 0.141E+05
  881000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.295E+03 0.138E+05
  882000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.110E+04 0.141E+05
  883000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 0.161E+04 0.134E+05
  884000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.108E+04 0.136E+05
  885000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.102E+04 0.148E+05
  886000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.587E+03 0.146E+05
  887000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.273E+03 0.140E+05
  888000 0.999E+00 0.450E+06 0.450E+06 0.000E+00 0.128E+04 0.135E+05
  889000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.294E+03 0.135E+05
  890000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.308E+03 0.140E+05
  891000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.332E+03 0.135E+05
  892000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.236E+03 0.135E+05
  893000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.480E+03 0.146E+05
  894000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 -.459E+03 0.148E+05
  895000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.602E+03 0.144E+05
  896000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.647E+03 0.140E+05
  897000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.143E+04 0.144E+05
  898000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.904E+03 0.145E+05
  899000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.329E+03 0.149E+05
  900000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.994E+03 0.140E+05
  901000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.812E+03 0.146E+05
  902000 0.998E+00 0.449E+06 0.449E+06 0.000E+00 0.133E+03 0.140E+05
  903000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.136E+04 0.140E+05
  904000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.152E+03 0.137E+05
  905000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.115E+04 0.139E+05
  906000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.986E+03 0.130E+05
  907000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.489E+03 0.129E+05
  908000 0.999E+00 0.449E+06 0.449E+06 0.000E+00 0.212E+03 0.132E+05
  909000 0.100E+01 0.449E+06 0.449E+06 0.000E+00 -.873E+03 0.132E+05
  910000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 0.133E+03 0.136E+05
  911000 0.100E+01 0.450E+06 0.450E+06 0.000E+00 -.130E+04 0.129E+05
